Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
182,b0088,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase ,6.3.2.9,6,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,uama_c,-1,UDP-N-acetylmuramoyl-L-alanine,-543.91156,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O)C([O-])=O
183,b0088,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase ,6.3.2.9,6,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,uamag_c,1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,-591.4494,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O)C(=O)N[C@H](CCC([O-])=O)C([O-])=O
186,b0090,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase ,2.4.1.227,2,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uaagmda_c,1,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",704.7874,CC(=O)NC1C(OC2C(CO)OC(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(NC(C)=O)C2OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])OC(CO)C(O)C1O
187,b0090,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase ,2.4.1.227,2,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uacgam_c,-1,UDP-N-acetyl-D-glucosamine,-530.3802,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
188,b0090,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase ,2.4.1.227,2,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uagmda_c,-1,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",724.0928,CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)NC(C)C(=O)[O-]
191,b0091,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c,-1,L-Alanine,-16.772158,C[C@H]([NH3+])C([O-])=O
195,b0091,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,uama_c,1,UDP-N-acetylmuramoyl-L-alanine,-543.91156,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O)C([O-])=O
196,b0091,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,uamr_c,-1,UDP-N-acetylmuramate,-543.955,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-]
198,b0096,K02535,3-hydroxymyristoyl] N-acetylglucosamine deacetylase ,3.5.1.108,3,UHGADA,UDP-3-O-acetylglucosamine deacetylase,ac_c,1,Acetate,-57.768696,CC([O-])=O
200,b0096,K02535,3-hydroxymyristoyl] N-acetylglucosamine deacetylase ,3.5.1.108,3,UHGADA,UDP-3-O-acetylglucosamine deacetylase,u3aga_c,-1,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,-319.38113,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O
201,b0096,K02535,3-hydroxymyristoyl] N-acetylglucosamine deacetylase ,3.5.1.108,3,UHGADA,UDP-3-O-acetylglucosamine deacetylase,u3hga_c,1,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,-299.116,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@@H]1[C@@H]([NH3+])[C@@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)O[C@H](CO)[C@H]1O
206,b0103,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,dpcoa_c,-1,Dephospho-CoA,-267.05032,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
210,b0104,K00364,GMP reductase ,1.7.1.7,1,GMPR,GMP reductase,imp_c,1,IMP C10H11N4O8P,-244.30493,O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
213,b0104,K00364,GMP reductase ,1.7.1.7,1,GMPR,GMP reductase,nh4_c,1,Ammonium,11.853362,[H][N+]([H])([H])[H]
216,b0109,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),nicrnt_c,1,Nicotite D-ribonucleotide,-268.44482,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)[n+]1cccc(c1)C([O-])=O
218,b0109,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
219,b0109,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),quln_c,-1,Quinolinate,-110.29488,C1(\N=C(C(/C([O-])=O)=C\C=1)\C([O-])=O)
220,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,LalaDgluMdapDala_c,1,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",NA,CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-]
221,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,anhgm4p_c,-1,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,NA,[H]C([NH3+])(CCCC([H])(NC(=O)C([H])(CCC([O-])=O)NC(=O)C([H])(C)NC(=O)C([H])(C)O[C@]1([H])[C@@]([H])(NC(C)=O)C2([H])OCC([H])(O2)C1([H])O[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NC(C)=O)C(=O)NC([H])(C)C([O-])=O)C([O-])=O
222,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,anhgm_c,1,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,-94.519585,C[C@H](C([O-])=O)O[C@@H]2([C@@H](NC(=O)C)[C@@H]1(OC[C@@H](O1)[C@H]2O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)))
224,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,LalaDgluMdap_c,1,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",NA,C[C@H](N)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O
225,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,anhm3p_c,-1,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",-60.572296,CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)[O-]
226,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,anhm_c,1,"1,6-anhydrous-N-Acetylmuramate",NA,CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)[O-]
228,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,LalaDgluMdap_c,1,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",NA,C[C@H](N)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O
229,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,anhgm3p_c,-1,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,-46.49955,CC(NC(=O)C(C)OC1C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C(CO)OC=C1NC(C)=O)C(=O)NC(CCC([O-])=O)C(=O)NC(CCCC([NH3+])C([O-])=O)C([O-])=O
230,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,anhgm_c,1,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,-94.519585,C[C@H](C([O-])=O)O[C@@H]2([C@@H](NC(=O)C)[C@@H]1(OC[C@@H](O1)[C@H]2O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)))
232,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM4PA,Anhydrous-N-Acetylmuramyl-tetrapeptide amidase,LalaDgluMdapDala_c,1,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",NA,CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-]
233,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM4PA,Anhydrous-N-Acetylmuramyl-tetrapeptide amidase,anhm4p_c,-1,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",NA,[H]C([NH3+])(CCC[C@]([H])(NC(=O)[C@@]([H])(CCC([O-])=O)NC(=O)[C@]([H])(C)NC(=O)[C@@]([H])(C)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC[C@]1([H])NC(C)=O)C(=O)NC([H])(C)C([O-])=O)C([O-])=O
234,b0110,K03806,N-acetyl-anhydromuramoyl-L-alanine amidase ,3.5.1.28,3,AM4PA,Anhydrous-N-Acetylmuramyl-tetrapeptide amidase,anhm_c,1,"1,6-anhydrous-N-Acetylmuramate",NA,CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)[O-]
238,b0112,K11734,aromatic amino acid transport protein AroP ,,,HISt2rpp,L-histidine reversible transport via proton symport (periplasm),his__L_c,1,L-Histidine,35.000095,[NH3+][C@@H](Cc1c[nH]cn1)C([O-])=O
239,b0112,K11734,aromatic amino acid transport protein AroP ,,,HISt2rpp,L-histidine reversible transport via proton symport (periplasm),his__L_p,-1,L-Histidine,35.000095,[NH3+][C@@H](Cc1c[nH]cn1)C([O-])=O
243,b0118,K01682,aconitate hydratase 2 / 2-methylisocitrate dehydratase ,4.2.1.3 4.2.1.99,4,MICITDr,2-methylisocitrate dehydratase,2mcacn_c,-1,Cis-2-Methylaconitate,-174.48294,C/C(C(=O)[O-])=C(\CC(=O)[O-])C(=O)[O-]
245,b0118,K01682,aconitate hydratase 2 / 2-methylisocitrate dehydratase ,4.2.1.3 4.2.1.99,4,MICITDr,2-methylisocitrate dehydratase,micit_c,1,Methylisocitrate,-211.5407,C[C@@](O)([C@H](CC([O-])=O)C([O-])=O)C([O-])=O
246,b0120,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,amet_c,-1,S-Adenosyl-L-methionine,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
247,b0120,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,ametam_c,1,S-Adenosylmethionimine,213.00967,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
250,b0121,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,5mta_c,1,5-Methylthioadenosine,110.0778,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
251,b0121,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,ametam_c,-1,S-Adenosylmethionimine,213.00967,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
253,b0121,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,ptrc_c,-1,putrescine,136.52745,C([NH3+])CCC[NH3+]
254,b0121,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,spmd_c,1,Spermidine,227.9461,[NH3+]CCCC[NH2+]CCC[NH3+]
255,b0121,K00797,spermidine synthase ,2.5.1.16,2,APCS,Aminopropylcadaverine synthase,15dap_c,-1,"1,5-Diaminopentane",158.68971,[NH3+]CCCCC[NH3+]
256,b0121,K00797,spermidine synthase ,2.5.1.16,2,APCS,Aminopropylcadaverine synthase,5mta_c,1,5-Methylthioadenosine,110.0778,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
257,b0121,K00797,spermidine synthase ,2.5.1.16,2,APCS,Aminopropylcadaverine synthase,ametam_c,-1,S-Adenosylmethionimine,213.00967,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
259,b0121,K00797,spermidine synthase ,2.5.1.16,2,APCS,Aminopropylcadaverine synthase,na15dap_c,1,"N-3-aminopropyl-1,5-diaminopentane",250.10837,[NH3+]CCCCC[NH2+]CCC[NH3+]
260,b0123,K14588,cuproxidase ,1.16.3.4,1,CU1Opp,Cuprous Oxidase (Cu+1),cu2_p,4,Copper,-1.2482376,[Cu++]
261,b0123,K14588,cuproxidase ,1.16.3.4,1,CU1Opp,Cuprous Oxidase (Cu+1),cu_p,-4,Cu+,-0.3120594,[Cu+]
268,b0131,K01579,aspartate 1-decarboxylase ,4.1.1.11,4,ASP1DC,Aspartate 1-decarboxylase,ala_B_c,1,Beta-Alanine,-14.21216,[NH3+]CCC([O-])=O
269,b0131,K01579,aspartate 1-decarboxylase ,4.1.1.11,4,ASP1DC,Aspartate 1-decarboxylase,asp__L_c,-1,L-Aspartate,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
272,b0133,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,ala_B_c,-1,Beta-Alanine,-14.21216,[NH3+]CCC([O-])=O
276,b0133,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,pant__R_c,-1,(R)-Pantoate,-46.909744,CC(C)(CO)[C@@H](O)C([O-])=O
277,b0133,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,pnto__R_c,1,(R)-Pantothenate,-24.514118,CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O
279,b0134,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase ,2.1.2.11,2,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,2dhp_c,1,2-Dehydropantoate,-56.971973,CC(C)(CO)C(=O)C([O-])=O
280,b0134,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase ,2.1.2.11,2,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c,-1,3-Methyl-2-oxobutanoate,-39.67422,CC(C)C(=O)C([O-])=O
282,b0134,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase ,2.1.2.11,2,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,mlthf_c,-1,"5,10-Methylenetetrahydrofolate",94.2353,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
283,b0134,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase ,2.1.2.11,2,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,thf_c,1,"5,6,7,8-tetrahydrofolate	",73.9153,C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3))
284,b0142,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c,-1,6-hydroxymethyl dihydropterin,51.070095,Nc1nc(=O)c2N=C(CO)CNc2[nH]1
285,b0142,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhptpp_c,1,6-hydroxymethyl-dihydropterin pyrophosphate,-382.50958,Nc1nc(=O)c2N=C(COP([O-])(=O)OP([O-])([O-])=O)CNc2[nH]1
294,b0154,K01845,"glutamate-1-semialdehyde 2,1-aminomutase ",5.4.3.8,5,G1SAT,Glutamate-1-semialdehyde aminotransferase,5aop_c,1,5-Amino-4-oxopentanoate,-20.44991,[NH3+]CC(=O)CCC([O-])=O
295,b0154,K01845,"glutamate-1-semialdehyde 2,1-aminomutase ",5.4.3.8,5,G1SAT,Glutamate-1-semialdehyde aminotransferase,glu1sa_c,-1,L-Glutamate 1-semialdehyde,NA,[H]C(=O)[C@@H]([NH3+])CCC([O-])=O
296,b0155,K03281,"chloride channel protein, CIC family ",,,CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),cl_c,2,Chloride,-0.3120594,[Cl-]
297,b0155,K03281,"chloride channel protein, CIC family ",,,CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),cl_p,-2,Chloride,0.6879406,[Cl-]
301,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,AHCYSNS,S-adenosylhomocysteine nucleosidase,ade_c,1,Adenine,125.6056,Nc1ncnc2nc[nH]c12
302,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c,-1,S-Adenosyl-L-homocysteine,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
304,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,AHCYSNS,S-adenosylhomocysteine nucleosidase,rhcys_c,1,S-Ribosyl-L-homocysteine,-37.77096,[NH3+]C(CCSC1OC(CO)C(O)C1O)C(=O)[O-]
305,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,MTAN,Methylthioadenosine nucleosidase,5mta_c,-1,5-Methylthioadenosine,110.0778,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
306,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,MTAN,Methylthioadenosine nucleosidase,5mtr_c,1,5-Methylthio-D-ribose,-11.746562,CSC[C@@H](O)[C@@H](O)[C@@H](O)C=O
307,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,MTAN,Methylthioadenosine nucleosidase,ade_c,1,Adenine,125.6056,Nc1ncnc2nc[nH]c12
309,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,5DOAN,5'-deoxyadenosine nuclosidase,5drib_c,1,5'-deoxyribose,-40.598793,C[C@@H](O)[C@@H](O)[C@@H](O)C=O
310,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,5DOAN,5'-deoxyadenosine nuclosidase,ade_c,1,Adenine,125.6056,Nc1ncnc2nc[nH]c12
311,b0159,K01243,adenosylhomocysteine nucleosidase ,3.2.2.9,3,5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c,-1,5'-Deoxyadenosine,79.14557,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
313,b0160,K01129,dGTPase ,3.1.5.1,3,NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgsn_c,1,Deoxyguanosine,33.885563,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1
314,b0160,K01129,dGTPase ,3.1.5.1,3,NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp_c,-1,DGTP C10H12N5O13P3,-513.4785,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1
316,b0160,K01129,dGTPase ,3.1.5.1,3,NTPTP1,Nucleoside triphosphate tripolyhydrolase,pppi_c,1,Inorganic triphosphate,-581.4015,[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
317,b0160,K01129,dGTPase ,3.1.5.1,3,NTPTP2,Nucleoside triphosphate tripolyhydrolase,gsn_c,1,Guanosine,-5.9544377,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
320,b0160,K01129,dGTPase ,3.1.5.1,3,NTPTP2,Nucleoside triphosphate tripolyhydrolase,pppi_c,1,Inorganic triphosphate,-581.4015,[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
323,b0166,K00674,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",2.3.1.117,2,THDPS,Tetrahydrodipicolinate succinylase,sl2a6o_c,1,N-Succinyl-2-L-amino-6-oxoheptanedioate,-173.8151,[O-]C(=O)CCC(=O)N[C@@H](CCCC(=O)C([O-])=O)C([O-])=O
324,b0166,K00674,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",2.3.1.117,2,THDPS,Tetrahydrodipicolinate succinylase,succoa_c,-1,succinyl-CoA,-575.61127,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
325,b0166,K00674,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",2.3.1.117,2,THDPS,Tetrahydrodipicolinate succinylase,thdp_c,-1,"2,3,4,5-Tetrahydrodipicolinate",-80.02039,O=C([O-])C1=N[C@H](C(=O)[O-])CCC1
327,b0173,K00099,1-deoxy-D-xylulose-5-phosphate reductoisomerase ,1.1.1.267,1,DXPRIi,1-deoxy-D-xylulose reductoisomerase,2me4p_c,1,2-C-methyl-D-erythritol 4-phosphate,-254.97589,C[C@](O)(CO)[C@H](O)COP([O-])([O-])=O
328,b0173,K00099,1-deoxy-D-xylulose-5-phosphate reductoisomerase ,1.1.1.267,1,DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c,-1,1-deoxy-D-xylulose 5-phosphate,-266.07812,CC(=O)[C@@H](O)[C@H](O)COP([O-])([O-])=O
332,b0174,K00806,undecaprenyl diphosphate synthase ,2.5.1.31,2,UDCPDPS,Undecaprenyl diphosphate synthase,frdp_c,-1,Farnesyl diphosphate,-129.03052,CC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
333,b0174,K00806,undecaprenyl diphosphate synthase ,2.5.1.31,2,UDCPDPS,Undecaprenyl diphosphate synthase,ipdp_c,-8,Isopentenyl diphosphate,-350.20844,CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O
335,b0174,K00806,undecaprenyl diphosphate synthase ,2.5.1.31,2,UDCPDPS,Undecaprenyl diphosphate synthase,udcpdp_c,1,Undecaprenyl diphosphate,753.04114,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
336,b0175,K00981,phosphatidate cytidylyltransferase ,2.7.7.41,2,DASYN160,CDP-diacylglycerol synthetase (n-C16:0),cdpdhdecg_c,1,"CDP-1,2-dihexadecanoylglycerol",NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC
