Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
192,YBR184W,,,,,GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,inost_c,1,Myo-Inositol,,,-96.706566,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
193,YBR184W,,,,,GALS3,A-galactosidase (melibiose),gal_c,1,D-Galactose,,,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
194,YBR184W,,,,,GALS3,A-galactosidase (melibiose),glc__D_c,1,D-Glucose,,,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
196,YBR184W,,,,,GALS3,A-galactosidase (melibiose),melib_c,-1,Melibiose C12H22O11,,,-150.79538,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
197,YBR184W,,,,,GGLGH,Galactosylglycerol galactohydrolase,gal_c,1,D-Galactose,,,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
198,YBR184W,,,,,GGLGH,Galactosylglycerol galactohydrolase,ggl_c,-1,Galactosylglycerol C9H18O8,,,-89.77983,[H][C@@](O)(CO)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
199,YBR184W,,,,,GGLGH,Galactosylglycerol galactohydrolase,glyc_c,1,Glycerol,,,-36.731037,OCC(O)CO
201,YBR184W,,,,,MELTGH,Melibiitol galactohydrolase,gal_c,1,D-Galactose,,,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
203,YBR184W,,,,,MELTGH,Melibiitol galactohydrolase,melt_c,-1,Melibiitol C12H24O11,,,-383.92,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
204,YBR184W,,,,,MELTGH,Melibiitol galactohydrolase,sbt__D_c,1,"D-sorbitol	",,,-81.51431,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
206,YBR192W,K15116,"solute carrier family 25, member 33/36 ",,,CTPtm,CTPCMP antiport,cmp_m,-1,CMP C9H12N3O8P,,,-246.14482,Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
208,YBR192W,K15116,"solute carrier family 25, member 33/36 ",,,CTPtm,CTPCMP antiport,ctp_m,1,CTP C9H12N3O14P3,,,-569.48956,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
211,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,G6PI,Glucose 6 phosphate isomerase,g6p_B_c,1,Beta D glucose 6 phosphate C6H11O9P,,,-319.04593,O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
212,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,G6PI,Glucose 6 phosphate isomerase,g6p_c,-1,D-Glucose 6-phosphate,0.084,,-319.04593,OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
213,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,G6PI3,Glucose 6 phosphate isomerase,f6p_c,1,D-Fructose 6-phosphate,0.1385,,-317.66592,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
214,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,G6PI3,Glucose 6 phosphate isomerase,g6p_B_c,-1,Beta D glucose 6 phosphate C6H11O9P,,,-319.04593,O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
215,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,PGI,Glucose-6-phosphate isomerase,f6p_c,1,D-Fructose 6-phosphate,0.1385,,-317.66592,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
216,YBR196C,K01810,glucose-6-phosphate isomerase ,5.3.1.9,5,PGI,Glucose-6-phosphate isomerase,g6p_c,-1,D-Glucose 6-phosphate,0.084,,-319.04593,OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
219,YBR208C,K14541,urea carboxylase / allophanate hydrolase ,6.3.4.6 3.5.1.54,6,ALPHNH,Allophanate hydrolase,allphn_c,-1,Allophate C2H3N2O3,,,-97.05871,NC(=O)NC([O-])=O
223,YBR208C,K14541,urea carboxylase / allophanate hydrolase ,6.3.4.6 3.5.1.54,6,ALPHNH,Allophanate hydrolase,nh4_c,2,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
228,YBR248C,K01663,imidazole glycerol-phosphate synthase ,4.3.2.10,4,IG3PS,Imidazole-glycerol-3-phosphate synthase,aicar_c,1,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,,,-217.3637,[H][C@]1(COP([O-])([O-])=O)O[C@]([H])([C@H](O)[C@@H]1O)n1cnc(C(N)=O)c1N
229,YBR248C,K01663,imidazole glycerol-phosphate synthase ,4.3.2.10,4,IG3PS,Imidazole-glycerol-3-phosphate synthase,eig3p_c,1,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,,,-208.81819,O[C@H](COP([O-])([O-])=O)[C@@H](O)c1c[nH]cn1
230,YBR248C,K01663,imidazole glycerol-phosphate synthase ,4.3.2.10,4,IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c,-1,L-Glutamine,1.7,5.2,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
231,YBR248C,K01663,imidazole glycerol-phosphate synthase ,4.3.2.10,4,IG3PS,Imidazole-glycerol-3-phosphate synthase,glu__L_c,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
233,YBR248C,K01663,imidazole glycerol-phosphate synthase ,4.3.2.10,4,IG3PS,Imidazole-glycerol-3-phosphate synthase,prlp_c,-1,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,0.004,2.3725,-469.67944,NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O
235,YBR252W,K01520,dUTP pyrophosphatase ,3.6.1.23,3,DUTPDP,DUTP diphosphatase,dump_c,1,DUMP C9H11N2O8P,,,-255.20592,O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O
236,YBR252W,K01520,dUTP pyrophosphatase ,3.6.1.23,3,DUTPDP,DUTP diphosphatase,dutp_c,-1,DUTP C9H11N2O14P3,,,-578.5507,O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O
241,YBR263W,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,gly_m,1,Glycine,,,-37.2444,[NH3+]CC([O-])=O
243,YBR263W,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,mlthf_m,1,"5,10-Methylenetetrahydrofolate",,,94.2353,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
244,YBR263W,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,ser__L_m,-1,L-serine,0.15,,-50.2021,C(O)[C@H]([NH3+])C(=O)[O-]
245,YBR263W,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,thf_m,-1,"5,6,7,8-tetrahydrofolate	",,,73.9153,C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3))
246,YBR265W,K04708,3-dehydrosphinganine reductase ,1.1.1.102,1,3DSPHR,3 Dehydrosphinganine reductase,3dsphgn_c,-1,3 Dehydrosphinganine C18H38NO2,,,339.57053,CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO
250,YBR265W,K04708,3-dehydrosphinganine reductase ,1.1.1.102,1,3DSPHR,3 Dehydrosphinganine reductase,sphgn_c,1,Sphinganine C18H40NO2,,,352.09277,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO
252,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtbm,Citrate transport  mitochondrial,cit_c,-1,Citrate,,,-230.69292,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
253,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtbm,Citrate transport  mitochondrial,cit_m,1,Citrate,,,-230.69292,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
254,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtbm,Citrate transport  mitochondrial,pep_c,1,"phosphoenolpyruvate	",,,-293.83633,C=C(OP(=O)([O-])[O-])C([O-])=O
255,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtbm,Citrate transport  mitochondrial,pep_m,-1,"phosphoenolpyruvate	",,,-293.83633,C=C(OP(=O)([O-])[O-])C([O-])=O
256,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtcm,Citrate transport  mitochondrial,cit_c,-1,Citrate,,,-230.69292,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
257,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtcm,Citrate transport  mitochondrial,cit_m,1,Citrate,,,-230.69292,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
258,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtcm,Citrate transport  mitochondrial,icit_c,1,Isocitrate,,,-227.75293,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O
259,YBR291C,K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1 ",,,CITtcm,Citrate transport  mitochondrial,icit_m,-1,Isocitrate,,,-227.75293,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O
260,YBR293W,,,,,ARGt6,L arginine transport in via proton antiport  vacuolar ,arg__L_c,-1,L-Arginine,,,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
261,YBR293W,,,,,ARGt6,L arginine transport in via proton antiport  vacuolar ,arg__L_v,1,L-Arginine,,,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
268,YCL004W,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase ,2.7.8.5,2,CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,cdpdag_SC_m,-0.01,CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200,,,NA,NA
269,YCL004W,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase ,2.7.8.5,2,CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,cmp_m,1,CMP C9H12N3O8P,,,-246.14482,Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
270,YCL004W,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase ,2.7.8.5,2,CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,glyc3p_m,-1,Glycerol 3-phosphate,0.027,,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
272,YCL004W,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase ,2.7.8.5,2,CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,pgp_SC_m,0.01,NA,,,NA,NA
274,YCL018W,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c,-1,3-Carboxy-2-hydroxy-4-methylpentanoate,,,-98.297035,CC(C)[C@@H]([C@@H](O)C([O-])=O)C([O-])=O
275,YCL018W,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,3c4mop_c,1,3-Carboxy-4-methyl-2-oxopentanoate,,,-108.359276,CC(C)[C@H](C([O-])=O)C(=O)C([O-])=O
282,YCL030C,K14152,phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase ,3.6.1.31 3.5.4.19 1.1.1.23,3,HISTD,Histidinol dehydrogenase,his__L_c,1,L-Histidine,,,35.000095,[NH3+][C@@H](Cc1c[nH]cn1)C([O-])=O
283,YCL030C,K14152,phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase ,3.6.1.31 3.5.4.19 1.1.1.23,3,HISTD,Histidinol dehydrogenase,histd_c,-1,L-Histidinol,,,108.72138,[NH3+][C@H](CO)Cc1c[nH]cn1
289,YCL040W,K00844,hexokinase ,2.7.1.1,2,GLUK,Glucokinase,g6p_B_c,1,Beta D glucose 6 phosphate C6H11O9P,,,-319.04593,O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
290,YCL040W,K00844,hexokinase ,2.7.1.1,2,GLUK,Glucokinase,glc__D_c,-1,D-Glucose,0.212,1.06,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
293,YCL050C,K00988,sulfate adenylyltransferase (ADP) / ATP adenylyltransferase ,2.7.7.5 2.7.7.53,2,ATPATF2,ATP adenylyltransferase,ap4g_c,1,P1  5  adenosyl  P4  5  guanosyl  tetraphosphate C20H24N10O20P4,,,NA,NA
298,YCL050C,K00988,sulfate adenylyltransferase (ADP) / ATP adenylyltransferase ,2.7.7.5 2.7.7.53,2,ATPATF3,ATP adenylyltransferase,gp4g_c,1,"P1,P4-Bis(5'-guanosyl) tetraphosphate",,,-736.04407,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
304,YCR005C,K01647,citrate synthase ,2.3.3.1,2,CSp,Citrate synthase,accoa_x,-1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
305,YCR005C,K01647,citrate synthase ,2.3.3.1,2,CSp,Citrate synthase,cit_x,1,Citrate,,,-230.69292,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
306,YCR005C,K01647,citrate synthase ,2.3.3.1,2,CSp,Citrate synthase,coa_x,1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
309,YCR005C,K01647,citrate synthase ,2.3.3.1,2,CSp,Citrate synthase,oaa_x,-1,Oxaloacetate,0.00986,,-170.30602,[O-]C(=O)CC(=O)C([O-])=O
310,YCR010C,K07034,uncharacterized protein ,,,ACtr,Acetate transporter,ac_c,1,Acetate,,,-57.768696,CC([O-])=O
311,YCR010C,K07034,uncharacterized protein ,,,ACtr,Acetate transporter,ac_e,-1,Acetate,,,-57.768696,CC([O-])=O
312,YCR012W,K00927,phosphoglycerate kinase ,2.7.2.3,2,PGK,Phosphoglycerate kinase,13dpg_c,1,3-Phospho-D-glyceroyl phosphate,0.00438,354,-547.3985,O[C@H](COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O
313,YCR012W,K00927,phosphoglycerate kinase ,2.7.2.3,2,PGK,Phosphoglycerate kinase,3pg_c,-1,3-Phospho-D-glycerate,1.11,,-331.1141,O[C@H](COP([O-])([O-])=O)C([O-])=O
316,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,amp_m,1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
317,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,asn__L_m,-1,L-Asparagine,,,-43.53103,NC(=O)C[C@H]([NH3+])C([O-])=O
318,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,asntrna_m,1,,,,NA,NA
319,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
320,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
321,YCR024C,K01893,asparaginyl-tRNA synthetase ,6.1.1.22,6,ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,trnaasn_m,-1,,,,NA,NA
323,YCR032W,K24781,beige protein homolog 1 ,,,ACt2r,Acetate reversible transport via proton symport,ac_c,1,Acetate,,,-57.768696,CC([O-])=O
324,YCR032W,K24781,beige protein homolog 1 ,,,ACt2r,Acetate reversible transport via proton symport,ac_e,-1,Acetate,,,-57.768696,CC([O-])=O
328,YCR036W,K00852,ribokinase ,2.7.1.15,2,DRBK,Deoxyribokinase,2dr5p_c,1,2-Deoxy-D-ribose 5-phosphate,,,-263.08813,O[C@H](COP([O-])([O-])=O)[C@@H](O)CC=O
331,YCR036W,K00852,ribokinase ,2.7.1.15,2,DRBK,Deoxyribokinase,drib_c,-1,Deoxyribose C5H10O4,,,-38.788803,OC[C@H]1OC(O)C[C@@H]1O
335,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,epist_c,-0.01,Episterol C28H46O,,,508.9916,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C
336,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,epistest_SC_c,0.01,Episterol ester  yeast specific C1695H2995O101,,,NA,NA
337,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,hdcoa_c,-0.655,Hexadecenoyl-CoA (n-C16:1CoA),,,-194.50699,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
338,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,hexccoa_c,-0.01,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,,,NA,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
339,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,odecoa_c,-0.27,Octadecenoyl-CoA (n-C18:1CoA),,,NA,NA
340,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,pmtcoa_c,-0.02,Palmitoyl-CoA (n-C16:0CoA),,,-196.59253,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
341,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,stcoa_c,-0.03,"stearoyl-CoA	",,,-152.26799,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
342,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,tdcoa_c,-0.015,myristoyl-CoA,,,-240.91699,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
344,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,fecost_c,-0.01,Fecosterol C28H46O,,,517.8116,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCC(=C)C(C)C
345,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,fecostest_SC_c,0.01,Fecosterol ester  yeast specific C1695H2995O101,,,NA,NA
346,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,hdcoa_c,-0.655,Hexadecenoyl-CoA (n-C16:1CoA),,,-194.50699,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
347,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,hexccoa_c,-0.01,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,,,NA,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
348,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,odecoa_c,-0.27,Octadecenoyl-CoA (n-C18:1CoA),,,NA,NA
349,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,pmtcoa_c,-0.02,Palmitoyl-CoA (n-C16:0CoA),,,-196.59253,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
350,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,stcoa_c,-0.03,"stearoyl-CoA	",,,-152.26799,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
351,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,tdcoa_c,-0.015,myristoyl-CoA,,,-240.91699,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
353,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,hdcoa_c,-0.655,Hexadecenoyl-CoA (n-C16:1CoA),,,-194.50699,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
354,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,hexccoa_c,-0.01,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,,,NA,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
355,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,lanost_c,-0.01,Lanosterol C30H50O,,,546.2961,[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C
356,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,lanostest_SC_c,0.01,Lanosterol ester  yeast specific C1697H2999O101,,,NA,NA
357,YCR048W,K00637,sterol O-acyltransferase ,2.3.1.26,2,LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,odecoa_c,-0.27,Octadecenoyl-CoA (n-C18:1CoA),,,NA,NA
