,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
735,BSU10130,K01772,protoporphyrin/coproporphyrin ferrochelatase ,4.99.1.1 4.99.1.9,4,FCLT_2,Heme B synthesis reaction,pheme_c,1.0,C00032,CC1=C(CCC([O-])=O)C2=[N+]3C1=Cc1c(C)c(C=C)c4C=C5C(C)=C(C=C)C6=[N+]5[Fe--]3(n14)n1c(=C6)c(C)c(CCC([O-])=O)c1=C2,313.88535,,
736,BSU10130,K01772,protoporphyrin/coproporphyrin ferrochelatase ,4.99.1.1 4.99.1.9,4,FCLT_2,Heme B synthesis reaction,ppp9_c,-1.0,C02191,Cc1c(CCC([O-])=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC([O-])=O,276.40762,,
737,BSU10140,K00231,protoporphyrinogen/coproporphyrinogen III oxidase ,1.3.3.4 1.3.3.15,1,PPPGO,Protoporphyrinogen oxidase (aerobic),h2o_c,3.0,C00001,[H]O[H],-36.144756,,
738,BSU10140,K00231,protoporphyrinogen/coproporphyrinogen III oxidase ,1.3.3.4 1.3.3.15,1,PPPGO,Protoporphyrinogen oxidase (aerobic),o2_c,-1.5,C00007,O=O,3.92,,
739,BSU10140,K00231,protoporphyrinogen/coproporphyrinogen III oxidase ,1.3.3.4 1.3.3.15,1,PPPGO,Protoporphyrinogen oxidase (aerobic),ppp9_c,1.0,C02191,Cc1c(CCC([O-])=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC([O-])=O,276.40762,,
740,BSU10140,K00231,protoporphyrinogen/coproporphyrinogen III oxidase ,1.3.3.4 1.3.3.15,1,PPPGO,Protoporphyrinogen oxidase (aerobic),pppg9_c,-1.0,C01079,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C,379.03433,,
745,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,GLCt2,D-glucose transport in via proton symport,glc__D_c,1.0,C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,-95.02656,,
746,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,GLCt2,D-glucose transport in via proton symport,glc__D_e,-1.0,C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,-95.02656,,
747,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,GLCt2,D-glucose transport in via proton symport,h_c,1.0,C00080,[H+],0.42906138,,
748,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,GLCt2,D-glucose transport in via proton symport,h_e,-1.0,C00080,[H+],0.42906138,,
749,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,MANt2,D mannose transport in via proton symport,h_c,1.0,C00080,[H+],0.42906138,,
750,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,MANt2,D mannose transport in via proton symport,h_e,-1.0,C00080,[H+],0.42906138,,
751,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,MANt2,D mannose transport in via proton symport,man_c,1.0,C00159,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,-92.706566,,
752,BSU10520,K08174,"MFS transporter, FHS family, glucose/mannose:H+ symporter ",,,MANt2,D mannose transport in via proton symport,man_e,-1.0,C00159,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,-92.706566,,
754,BSU10870,K06895,L-lysine exporter family protein LysE/ArgO ,,,LYSt3r,L lysine transport out via proton antiport reversible,h_c,1.0,C00080,[H+],0.42906138,,
755,BSU10870,K06895,L-lysine exporter family protein LysE/ArgO ,,,LYSt3r,L lysine transport out via proton antiport reversible,h_e,-1.0,C00080,[H+],0.42906138,,
756,BSU10870,K06895,L-lysine exporter family protein LysE/ArgO ,,,LYSt3r,L lysine transport out via proton antiport reversible,lys__L_c,-1.0,C00047,[NH3+]CCCC[C@H]([NH3+])C([O-])=O,69.714745,,
757,BSU10870,K06895,L-lysine exporter family protein LysE/ArgO ,,,LYSt3r,L lysine transport out via proton antiport reversible,lys__L_e,1.0,C00047,[NH3+]CCCC[C@H]([NH3+])C([O-])=O,69.714745,,
758,BSU11010,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) ,2.1.1.13 1.5.1.54,2,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,5mthf_c,1.0,C00440,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CNc2nc(N)[nH]c(=O)c12,106.72754,,
759,BSU11010,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) ,2.1.1.13 1.5.1.54,2,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,h_c,-2.0,C00080,[H+],0.42906138,,
760,BSU11010,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) ,2.1.1.13 1.5.1.54,2,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,mlthf_c,-1.0,C00143,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2,94.2353,,
761,BSU11010,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) ,2.1.1.13 1.5.1.54,2,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
762,BSU11010,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) ,2.1.1.13 1.5.1.54,2,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,nadph_c,-1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
763,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5p_c,1.0,C04133,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O,-303.39844,,
764,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c,-1.0,C01250,CC(=O)N[C@@H](CCC=O)C([O-])=O,-38.630856,,
765,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,h_c,1.0,C00080,[H+],0.42906138,,
766,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,nadp_c,-1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
767,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,nadph_c,1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
768,BSU11190,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,pi_c,-1.0,C00009,OP([O-])([O-])=O,-223.18665,,
769,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ACGS,N-acetylglutamate synthase,accoa_c,-1.0,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-506.8639,,
770,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ACGS,N-acetylglutamate synthase,acglu_c,1.0,C00624,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O,-102.53814,,
771,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ACGS,N-acetylglutamate synthase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
772,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ACGS,N-acetylglutamate synthase,glu__L_c,-1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
773,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ACGS,N-acetylglutamate synthase,h_c,1.0,C00080,[H+],0.42906138,,
774,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTAC_1,Ornithine transacetylase,acglu_c,1.0,C00624,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O,-102.53814,,
775,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTAC_1,Ornithine transacetylase,acorn_c,-1.0,C00437,CC(=O)N[C@@H](CCC[NH3+])C([O-])=O,28.535677,,
776,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTAC_1,Ornithine transacetylase,glu__L_c,-1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
777,BSU11200,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTAC_1,Ornithine transacetylase,orn__L_c,1.0,C00077,[NH3+]CCC[C@H]([NH3+])C([O-])=O,47.5525,,
778,BSU11210,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,acg5p_c,1.0,C04133,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O,-303.39844,,
779,BSU11210,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,acglu_c,-1.0,C00624,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O,-102.53814,,
780,BSU11210,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
781,BSU11210,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
782,BSU11220,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase ,2.6.1.11 2.6.1.17,2,ACOTA,Acetylornithine transaminase,acg5sa_c,1.0,C01250,CC(=O)N[C@@H](CCC=O)C([O-])=O,-38.630856,,
783,BSU11220,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase ,2.6.1.11 2.6.1.17,2,ACOTA,Acetylornithine transaminase,acorn_c,-1.0,C00437,CC(=O)N[C@@H](CCC[NH3+])C([O-])=O,28.535677,,
784,BSU11220,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase ,2.6.1.11 2.6.1.17,2,ACOTA,Acetylornithine transaminase,akg_c,-1.0,C00026,[O-]C(=O)CCC(=O)C([O-])=O,-149.76376,,
785,BSU11220,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase ,2.6.1.11 2.6.1.17,2,ACOTA,Acetylornithine transaminase,glu__L_c,1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
788,BSU11250,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT_1,Ornithine carbamoyltransferase,cbp_c,-1.0,C00169,NC(=O)OP([O-])([O-])=O,-275.366,,
789,BSU11250,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT_1,Ornithine carbamoyltransferase,citr__L_c,1.0,C00327,NC(=O)NCCC[C@H]([NH3+])C([O-])=O,9.65456,,
790,BSU11250,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT_1,Ornithine carbamoyltransferase,h_c,1.0,C00080,[H+],0.42906138,,
791,BSU11250,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT_1,Ornithine carbamoyltransferase,orn__L_c,-1.0,C00077,[NH3+]CCC[C@H]([NH3+])C([O-])=O,47.5525,,
792,BSU11250,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT_1,Ornithine carbamoyltransferase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
795,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK,NAD kinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,1.36,1
796,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK,NAD kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,1.36,1
797,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK,NAD kinase,h_c,1.0,C00080,[H+],0.42906138,1.36,1
798,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK,NAD kinase,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
799,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK,NAD kinase,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
800,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK1,NAD kinase  GTP ,gdp_c,1.0,C00035,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-439.5341,1.36,1
801,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK1,NAD kinase  GTP ,gtp_c,-1.0,C00044,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.3185,1.36,1
802,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK1,NAD kinase  GTP ,h_c,1.0,C00080,[H+],0.42906138,1.36,1
803,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK1,NAD kinase  GTP ,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
804,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK1,NAD kinase  GTP ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
805,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK2,NAD kinase  dATP ,dadp_c,1.0,C00206,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1,-350.8241,1.36,1
806,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK2,NAD kinase  dATP ,datp_c,-1.0,C00131,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1,-464.60852,1.36,1
807,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK2,NAD kinase  dATP ,h_c,1.0,C00080,[H+],0.42906138,1.36,1
808,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK2,NAD kinase  dATP ,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
809,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK2,NAD kinase  dATP ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
810,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK3,NAD kinase  dGTP ,dgdp_c,1.0,C00361,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1,-399.69406,1.36,1
811,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK3,NAD kinase  dGTP ,dgtp_c,-1.0,C00286,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1,-513.4785,1.36,1
812,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK3,NAD kinase  dGTP ,h_c,1.0,C00080,[H+],0.42906138,1.36,1
813,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK3,NAD kinase  dGTP ,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
814,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK3,NAD kinase  dGTP ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
815,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK4,NAD kinase  dCTP ,dcdp_c,1.0,C00705,[H][C@]1(COP([O-])(=O)OP([O-])([O-])=O)O[C@]([H])(C[C@@H]1O)n1ccc(N)nc1=O,-415.8651,1.36,1
816,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK4,NAD kinase  dCTP ,dctp_c,-1.0,C00458,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)n1,-529.6495,1.36,1
817,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK4,NAD kinase  dCTP ,h_c,1.0,C00080,[H+],0.42906138,1.36,1
818,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK4,NAD kinase  dCTP ,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
819,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK4,NAD kinase  dCTP ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
820,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK5,NAD kinase  dTTP ,dtdp_c,1.0,C00363,Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[nH]c1=O,-445.85397,1.36,1
821,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK5,NAD kinase  dTTP ,dttp_c,-1.0,C00459,Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[nH]c1=O,-559.63837,1.36,1
822,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK5,NAD kinase  dTTP ,h_c,1.0,C00080,[H+],0.42906138,1.36,1
823,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK5,NAD kinase  dTTP ,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,1.36,1
824,BSU11610,K00858,NAD+ kinase ,2.7.1.23,2,NADK5,NAD kinase  dTTP ,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,1.36,1
826,BSU11650,K03707,thiaminase (transcriptional activator TenA) ,3.5.99.2,3,TMN,Thiaminase,4ahmmp_c,1.0,C01279,Cc1ncc(CO)c(N)n1,83.120094,,
827,BSU11650,K03707,thiaminase (transcriptional activator TenA) ,3.5.99.2,3,TMN,Thiaminase,4mhetz_c,1.0,C04294,Cc1ncsc1CCO,72.300095,,
828,BSU11650,K03707,thiaminase (transcriptional activator TenA) ,3.5.99.2,3,TMN,Thiaminase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
829,BSU11650,K03707,thiaminase (transcriptional activator TenA) ,3.5.99.2,3,TMN,Thiaminase,h_c,1.0,C00080,[H+],0.42906138,,
830,BSU11650,K03707,thiaminase (transcriptional activator TenA) ,3.5.99.2,3,TMN,Thiaminase,thm_c,-1.0,,[Cl-].Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,NA,,
831,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,ala__D_c,-1.0,C00133,C[C@@H]([NH3+])C([O-])=O,-16.022158,0.4,0.15
832,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,0.4,0.15
833,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,0.4,0.15
834,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,nh4_c,1.0,C00014,[H][N+]([H])([H])[H],11.853362,0.4,0.15
835,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,o2_c,-1.0,C00007,O=O,3.92,0.4,0.15
836,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,DALAOX,D amino acid oxidase,pyr_c,1.0,C00022,CC(=O)C([O-])=O,-82.398705,0.4,0.15
837,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,glx_c,1.0,C00048,[H]C(=O)C([O-])=O,-102.04095,0.4,0.15
838,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,0.4,0.15
839,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,0.4,0.15
840,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,0.4,0.15
841,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,nh4_c,1.0,C00014,[H][N+]([H])([H])[H],11.853362,0.4,0.15
842,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,GLYO1,Glycine oxidase,o2_c,-1.0,C00007,O=O,3.92,0.4,0.15
843,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,fald_c,1.0,C00067,[H]C([H])=O,-10.65776,0.4,0.15
844,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,gly_c,1.0,C00037,[NH3+]CC([O-])=O,-37.2444,0.4,0.15
845,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,0.4,0.15
846,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,0.4,0.15
847,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,o2_c,-1.0,C00007,O=O,3.92,0.4,0.15
848,BSU11670,K03153,glycine oxidase ,1.4.3.19,1,SARCOX,Sarcosine oxidase,sarcs_c,-1.0,C00213,C[NH2+]CC([O-])=O,-7.2821608,0.4,0.15
851,BSU11870,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),cys__L_c,-1.0,C00736,[NH3+][C@@H](CS)C([O-])=O,-9.312156,,
852,BSU11870,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),cyst__L_c,1.0,C02291,[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O,-11.114318,,
853,BSU11870,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),h_c,1.0,C00080,[H+],0.42906138,,
854,BSU11870,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),succ_c,1.0,C00042,[O-]C(=O)CCC([O-])=O,-125.16375,,
